InventoryID	LanguageCode	Glottocode
1106	cku	koas1236
1107	coo	como1259
1108	cso	soch1239
1109	diq	diml1238
1110	ets	yekh1238
1111	frr	nort2626
1112	gju	guja1253
1113	gvc	guan1269
1114	hum	hung1278
1115	hur	halk1245
1116	hus	huas1242
1117	ilo	ilok1237
1118	kbc	kadi1248
1119	kub	kute1248
1120	kwi	awac1239
1121	lis	lisu1250
1122	los	loni1238
1123	mbe	mola1238
1124	mcf	mats1244
1125	mni	mani1292
1126	mnk	mand1436
1127	moc	moco1246
1128	mam	mamm1241
1129	myu	mund1330
1130	ncg	nisg1240
1131	nds	nort2627
1132	pmq	nort2984
1133	par	pana1305
1134	pcm	nige1257
1135	pej	nort2966
1136	poq	texi1237
1137	kca	khan1273
1138	cat	stan1289
1139	hrv	croa1245
1140	ces	czec1258
1141	glg	gali1258
1142	kbp	kabi1261
1143	mnh	mono1270
1144	ind	indo1316
1145	ita	ital1282
1146	qxl	sala1272
1147	sei	seri1257
1148	snd	sind1272
1149	slv	slov1268
1150	swe	swed1254
1151	mky	east2440
1152	khc	tuka1248
1153	pib	yine1238
1154	quc	kich1262
1155	qvh	huam1248
1156	qum	sipa1247
1157	qug	chim1302
1158	tpt	tlac1235
1159	abt	ambu1247
1160	aau	abau1245
1161	ahg	qima1242
1162	ahk	akha1245
1163	aly	alya1239
1164	amn	aman1265
1165	anu	anua1242
1166	jbj	aran1237
1167	aon	bumb1241
1168	tcb	tana1290
1169	avt	auuu1241
1170	tpz	tinp1237
1171	pex	peta1245
1172	ptp	pate1247
1173	kcl	kela1255
1174	sgz	surs1246
1175	awx	awar1248
1176	azo	awin1248
1177	kmn	awtu1239
1178	bbw	baba1264
1179	bbk	baba1266
1180	bkh	bako1249
1181	muo	nyon1241
1182	bvm	bamu1256
1183	bgj	bang1356
1184	bnm	bata1285
1185	bch	bari1286
1186	bby	befa1241
1187	dbj	idaa1241
1188	bem	bemb1257
1189	brc	berb1259
1190	xub	bett1235
1191	bhw	biak1248
1192	nbj	ngar1235
1193	bhg	bina1277
1194	bwq	sout2840
1195	bol	nucl1695
1196	bot	bong1285
1197	bwo	boro1277
1198	bkk	brok1247
1199	bsp	baga1272
1200	bbx	bubi1249
1201	bxk	buku1249
1202	sbs	subi1246
1203	ttl	tote1238
1204	bmo	bamb1265
1205	mrq	nort2845
1206	oon	onge1236
1207	plo	olut1240
1208	jya	jiar1239
1209	suq	suri1267
1210	blb	bilu1245
1211	hoa	hoav1238
1212	fil	fili1244
1213	nxg	ngad1261
1214	mnb	muna1247
1215	xxk	keoo1238
1216	thm	aheu1239
1217	skf	saki1248
1218	tiw	tiwi1244
1219	trw	torw1241
1220	tdh	thul1246
1221	tsj	tsha1245
1222	cof	colo1256
1223	tzj	tzut1248
1224	pww	pwon1235
1225	tyv	tuvi1240
1226	kfk	kinn1249
1227	wtm	mewa1250
1228	aty	anei1239
1229	atb	zaiw1241
1230	cic	chic1270
1231	fur	friu1240
1232	apj	jica1244
1233	ega	egaa1242
1234	fub	adam1253
1235	are	west2441
1236	xsu	sanu1240
1237	pav	wari1268
1238	cro	crow1244
1239	boi	barb1263
1240	lee	lyel1241
1241	fub	adam1253
1242	any	anyi1245
1243	any	anyi1245
1244	mtb	anyi1244
1245	aka	akan1250
1246	cko	anuf1239
1247	bvx	dibo1245
1248	bcw	bana1305
1249	bdh	baka1274
1250	aja	ajas1235
1251	bip	bila1255
1252	bqp	busa1253
1253	fub	adam1253
1254	fuv	nige1253
1255	her	here1253
1256	sef	ceba1235
1257	khq	koyr1240
1258	ksf	bafi1243
1259	lea	lega1249
1260	lmp	limb1268
1261	lmp	limb1268
1262	lmp	limb1268
1263	mye	myen1241
1264	bud	ntch1242
1265	baz	tune1241
1266	mgw	matu1259
1267	yao	yaoo1241
1268	umb	umbu1257
1269	ndo	ndon1254
1270	mhw	mbuk1240
1271	diu	diri1252
1272	kwn	kwan1273
1273	snk	soni1259
1274	ses	koyr1242
1275	lln	lele1276
1276	kck	kala1384
1277	lol	mong1338
1278	wok	long1387
1279	xwe	xwel1235
1280	xwl	west2456
1281	kqk	kota1272
1282	gbs	gbes1238
1283	jmc	mach1266
1284	mda	mada1282
1285	mfo	mbee1249
1286	nwe	ngwe1238
1287	jow	jowu1238
1288	yba	yala1263
1289	mgr	mamb1296
1290	kcv	kete1252
1291	kws	kwes1244
1292	snm	sout2828
1293	mgd	moru1253
1294	log	logo1259
1295	aft	afit1238
1296	avn	avat1244
1297	abn	abua1244
1298	any	anyi1245
1299	dgh	dghw1239
1300	afo	eloy1241
1301	fuv	nige1253
1302	acd	giky1238
1303	ayg	giny1241
1304	hbb	huba1236
1305	kwl	kofy1242
1306	kye	krac1238
1307	krm	krim1238
1308	bbp	west2458
1309	dib	sout2833
1310	fod	food1238
1311	csk	jola1262
1312	jum	jumj1238
1313	bdi	buru1301
1314	lul	olub1238
1315	ymm	maay1238
1316	mfz	maba1273
1317	sgi	suga1248
1318	cce	chop1243
1319	xho	xhos1239
1320	akp	siwu1238
1321	bun	sher1258
1322	buy	bull1247
1323	cpn	cher1271
1324	fap	palo1243
1325	gur	fare1241
1326	lip	sekp1241
1327	maw	mamp1244
1328	toi	tong1318
1329	pbp	bady1239
1330	snw	sele1249
1331	tiv	tivv1240
1332	byn	bili1260
1333	xan	xamt1239
1334	lik	lika1243
1335	yns	yans1239
1336	buu	budu1250
1337	khy	kele1255
1338	lej	leng1258
1339	kbo	keli1248
1340	won	wong1247
1341	wlc	mwal1237
1342	aar	afar1241
1343	mua	mund1325
1344	mru	mono1269
1345	tui	tupu1244
1346	xuo	kuoo1238
1347	kbn	kare1338
1348	gke	ndai1238
1349	myf	bamb1262
1350	tir	tigr1271
1351	kdj	kara1483
1352	gwn	gwan1268
1353	gwn	gwan1268
1354	gwn	gwan1268
1355	gwn	gwan1268
1356	gwn	gwan1268
1357	gwn	gwan1268
1358	avi	avik1243
1359	shk	shil1265
1360	hgm	haio1238
1361	pip	pero1241
1362	gax	bora1271
1363	hdy	hadi1240
1364	wal	wola1242
1365	njx	kuny1238
1366	lot	otuh1238
1367	myx	masa1299
1368	hig	kamw1239
1369	mzj	many1261
1370	say	saya1246
1371	nzb	njeb1242
1372	dsq	tada1238
1373	ktb	kamb1316
1374	otr	otor1240
1375	tic	tira1254
1376	nmi	nyam1285
1377	fli	fali1285
1378	mcw	mawa1270
1379	nmn	xooo1239
1380	kib	koal1240
1381	kki	kagu1239
1382	oks	okoe1238
1383	xuu	kxoe1243
1384	bbj	ghom1247
1385	afn	defa1248
1386	tkq	teee1242
1387	sgc	kips1239
1388	pbr	pang1287
1389	hoo	holo1240
1390	bwu	buli1254
1391	bjt	bala1302
1392	now	nyam1277
1393	daf	dann1241
1394	pko	poko1263
1395	afr	afri1274
1396	agj	argo1244
1397	har	hara1271
1398	din	
1399	nzi	nzim1238
1400	aha	ahan1243
1401	hna	mina1276
1402	bhs	buwa1243
1403	xed	hdii1240
1404	hia	lama1288
1405	ikw	ikwe1242
1406	kot	lagw1237
1407	gmm	gbay1281
1408	mqb	mbuk1243
1409	mlw	molo1266
1410	muy	muya1243
1411	jgo	ngom1272
1412	dmo	keme1240
1413	ntm	nate1242
1414	stv	silt1240
1415	weh	wehh1238
1416	tey	tuli1249
1417	kec	keig1242
1418	kgo	kron1241
1419	kcp	kang1288
1420	kcp	kang1288
1421	xtc	katc1249
1422	xtc	katc1249
1423	xtc	katc1249
1424	mgc	moro1284
1425	luc	arin1244
1426	keg	tese1238
1427	lmd	lumu1239
1428	acz	ache1245
1429	taz	toch1257
1430	dec	dagi1241
1431	did	didi1258
1432	lwo	luwo1239
1433	ach	acol1236
1434	bxb	bela1256
1435	bvi	bela1255
1436	ndz	ndog1248
1437	bde	bade1248
1438	fpe	fern1234
1439	jit	jita1239
1440	dim	dime1235
1441	lto	tsot1241
1442	djm	jams1239
1443	kam	kamb1297
1444	ksf	bafi1243
1445	laj	lang1324
1446	lks	kisa1263
1447	nuj	nyol1238
1448	wmw	mwan1247
1449	xkv	kgal1244
1450	boz	tiey1235
1451	alw	alab1254
1452	deg	dege1246
1453	bsc	bass1258
1454	pre	prin1242
1455	nko	nkon1245
1456	gru	kist1241
1457	gru	kist1241
1458	mvz	mesq1240
1459	sgw	seba1251
1460	sgw	seba1251
1461	sgw	seba1251
1462	sgw	seba1251
1463	sgw	seba1251
1464	sgw	seba1251
1465	ior	inor1238
1466	ior	inor1238
1467	ior	inor1238
1468	dnn	dzuu1241
1469	bmi	bagi1246
1470	niy	ngit1239
1471	ndh	ndal1241
1472	mym	meen1242
1473	nsg	ngas1238
1474	myb	mbay1241
1475	guk	gumu1244
1476	teu	sooo1256
1477	bcq	benc1235
1478	bcq	benc1235
1479	jnj	yems1235
1480	zay	zays1235
1481	gmo	gamo1244
1482	kqy	koor1239
1483	aiw	aari1239
1484	xom	komo1258
1485	udu	uduk1239
1486	lgn	opuu1239
1487	kmq	kwam1249
1488	mdm	mayo1261
1489	lsm	saam1283
1490	nnw	sout2795
1491	nde	nort2795
1492	sxw	saxw1241
1493	loh	nari1240
1494	bjg	bidy1244
1495	doy	domp1238
1496	bam	bamb1269
1497	hbn	heib1243
1498	kga	koya1253
1499	shw	shwa1239
1500	ttb	gaaa1245
1501	kua	kuan1247
1502	lnb	mbal1255
1503	kwm	kwam1251
1504	nne	ngan1300
1505	ndo	ndon1254
1506	ndo	ndon1254
1507	ndo	ndon1254
1508	xon	konk1269
1509	zag	zagh1240
1510	zwa	zayy1238
1511	zmx	bomi1238
1512	bbo	nort2819
1513	bez	bena1262
1514	gkp	guin1254
1515	kke	kaka1265
1516	llc	lele1266
1517	lom	loma1260
1518	mev	mann1248
1519	tye	kyen1242
1520	sho	shan1282
1521	abu	abur1243
1522	abb	bank1256
1523	afu	awut1241
1524	agq	aghe1239
1525	arv	arbo1245
1526	abi	abid1235
1527	adj	adio1239
1528	ahi	tiag1235
1529	ald	alla1248
1530	ahs	ashe1269
1531	zdj	ngaz1238
1532	ibe	akpe1248
1533	etx	eten1239
1534	nus	nuer1246
1535	gel	kagf1238
1536	idu	idom1241
1537	iri	irig1241
1538	izr	izer1241
1539	jer	jere1244
1540	agb	legb1242
1541	lgq	logb1245
1542	awn	awng1244
1543	glw	glav1244
1544	ahn	ahan1244
1545	aye	ayer1245
1546	rng	rong1268
1547	wni	ndzw1235
1548	biv	sout2790
1549	cwt	kuwa1246
1550	ati	atti1239
1551	aoa	ango1258
1552	hae	east2652
1553	pov	uppe1455
1554	bss	akoo1248
1555	bqz	baka1273
1556	bqz	baka1273
1557	bqz	baka1273
1558	mbo	mboc1235
1559	bsi	bass1260
1560	mbo	mboc1235
1561	lir	libe1240
1562	ggu	gagu1242
1563	eto	eton1253
1564	rcf	reun1238
1565	mls	nucl1440
1566	cri	saot1239
1567	tan	nucl1696
1568	suk	suku1261
1569	mfe	mori1278
1570	kri	krio1253
1571	ktu	kitu1246
1572	aks	akas1242
1573	bag	tuki1240
1574	bkc	baka1272
1575	bmv	bumm1238
1576	dbq	nucl1683
1577	gou	gava1241
1578	gde	gude1246
1579	lno	lang1322
1580	ahl	igoo1238
1581	kkj	kako1242
1582	knp	kwan1276
1583	mcu	came1252
1584	meq	mere1246
1585	mfi	wand1278
1586	coh	chon1287
1587	dig	digo1243
1588	dug	duru1249
1589	nyf	giry1241
1590	nyf	giry1241
1591	nyf	giry1241
1592	nyf	giry1241
1593	nyf	giry1241
1594	nyf	giry1241
1595	mlr	vame1236
1596	mmu	mmaa1238
1597	mpi	mpad1242
1598	mif	mofu1248
1599	mtk	mbee1250
1600	ncr	ncan1245
1601	nfu	mfum1238
1602	njy	njye1238
1603	box	buam1238
1604	ktf	kwam1250
1605	goa	guro1248
1606	kea	kabu1256
1607	nku	boun1243
1608	tsb	tsam1247
1609	tzm	cent2194
1610	siz	siwi1239
1611	ndj	ndam1239
1612	bva	bare1279
1613	bva	bare1279
1614	bva	bare1279
1615	bva	bare1279
1616	tbi	gaam1241
1617	mij	abar1238
1618	boe	mund1328
1619	muc	mbuu1238
1620	kid	kosh1246
1621	fak	fang1248
1622	knk	kura1250
1623	nie	niel1243
1624	gis	nort3047
1625	mgo	meta1238
1626	bri	mokp1239
1627	sif	siam1242
1628	nnh	ngie1241
1629	yas	nugu1242
1630	nza	tigo1236
1631	orc	orma1241
1632	pny	piny1238
1633	pnz	pana1293
1634	atu	reel1238
1635	udl	wuzl1236
1636	les	lese1243
1637	neb	tour1242
1638	gwe	gwen1239
1639	suw	sumb1240
1640	zin	zinz1238
1641	mer	meru1245
1642	hka	kahe1238
1643	han	hang1260
1644	old	moch1256
1645	ssc	suba1252
1646	kya	kway1241
1647	www	wawa1246
1648	shi	tach1250
1649	tug	tuni1251
1650	sef	ceba1235
1651	flr	fuli1240
1652	sad	sand1273
1653	tvd	tsuv1239
1654	etu	ejag1239
1655	ybb	yemb1246
1656	bfj	bafa1249
1657	bji	burj1242
1658	blo	anii1245
1659	fip	fipa1238
1660	naw	nawu1242
1661	myo	anfi1235
1662	nto	ntom1248
1663	tbr	tumt1243
1664	uiv	iyiv1238
1665	btx	bata1293
1666	tgl	taga1270
1667	ssb	sout2918
1668	kqr	kima1244
1669	beg	bela1260
1670	ilo	ilok1237
1671	cjm	east2563
1672	mkm	mokl1243
1673	mwt	moke1242
1674	nia	nias1242
1675	jav	java1254
1676	blf	buol1237
1677	mak	maka1311
1678	xmz	mori1268
1679	xbr	kamb1299
1680	tet	tetu1245
1681	lti	leti1246
1682	mky	east2440
1683	bhw	biak1248
1684	abs	ambo1250
1685	bpq	band1353
1686	xmm	mala1481
1687	mkn	kupa1239
1688	lrt	lara1260
1689	max	nort2828
1690	ind	indo1316
1691	mad	nucl1460
1692	ceb	cebu1242
1693	ban	bali1278
1694	bug	bugi1244
1695	bcl	cent2087
1696	hil	hili1240
1697	pam	pamp1243
1698	min	mina1268
1699	pag	pang1290
1700	tes	teng1272
1701	mrr	mari1414
1702	apq	apuc1241
1703	njm	anga1288
1704	njo	aona1235
1705	apt	apat1240
1706	asm	assa1263
1707	awa	awad1243
1708	bfq	bada1257
1709	bft	balt1258
1710	lmn	lamb1269
1711	ben	beng1280
1712	bhb	bhil1251
1713	unr	mund1320
1714	bwo	boro1277
1715	bkk	brok1247
1716	bns	bund1253
1717	cdn	chau1259
1718	nri	chok1243
1719	drd	darm1243
1720	gaq	gata1239
1721	gda	gade1236
1722	adl	galo1242
1723	grt	garo1247
1724	gju	guja1253
1725	guj	guja1252
1726	gbj	bodo1267
1727	hlb	halb1244
1728	hin	hind1269
1729	hoc	hooo1248
1730	iru	irul1243
1731	jns	jaun1243
1732	jun	juan1238
1733	xnr	kang1280
1734	kan	nucl1305
1735	saz	saur1248
1736	mjw	karb1241
1737	iru	irul1243
1738	kas	kash1277
1739	xuj	jenn1240
1740	khr	khar1287
1741	kha	khas1269
1742	nkh	khez1235
1743	kfa	koda1255
1744	kfb	nort2699
1745	kfc	kond1295
1746	gau	mudh1235
1747	knn	konk1267
1748	kfd	korr1238
1749	kfq	kork1243
1750	kfe	kota1263
1751	kff	koya1251
1752	kxu	kuii1252
1753	kfy	kuma1273
1754	kru	kuru1302
1755	kxv	kuvi1243
1756	lbj	lada1244
1757	lmn	lamb1269
1758	lep	lepc1244
1759	njh	loth1237
1760	lus	lush1249
1761	mai	mait1250
1762	mal	mala1464
1763	mjt	saur1249
1764	mni	mani1292
1765	nbi	maon1238
1766	mar	mara1378
1767	mxj	miju1243
1768	mrg	misi1242
1769	nmo	moyo1238
1770	unr	mund1320
1771	nit	sout1549
1772	nep	nepa1252
1773	ncb	cent1990
1774	gdb	pott1240
1775	ori	nucl1284
1776	pck	pait1244
1777	pci	duru1236
1778	lae	patt1248
1779	peg	peng1244
1780	pan	panj1256
1781	bfw	bond1245
1782	san	sans1269
1783	sat	sant1410
1784	nsm	sumi1235
1785	scl	shin1264
1786	snd	sind1272
1787	srb	sora1254
1788	tam	tami1289
1789	nmf	tang1336
1790	nst	tase1235
1791	tel	telu1262
1792	tcz	thad1238
1793	tcx	toda1252
1794	trp	kokb1239
1795	tcy	tulu1258
1796	url	ural1274
1797	urd	urdu1245
1798	vaa	vaag1238
1799	yea	ravu1237
1800	yeu	yeru1240
1801	alc	qawa1238
1802	arn	mapu1245
1803	aca	acha1250
1804	apu	apur1254
1805	arw	araw1276
1806	cni	asha1243
1807	cpc	ajyi1238
1808	prq	ashe1272
1809	cpu	pich1237
1810	cpb	ucay1237
1811	bwi	bani1255
1812	bwi	bani1255
1813	bae	bare1276
1814	cbb	cabi1241
1815	cot	caqu1242
1816	ccc	cham1318
1817	kpc	curr1243
1818	unk	enaw1238
1819	inp	inap1243
1820	gqn	guan1270
1821	mpd	mach1268
1822	mcb	mach1267
1823	mmh	mehi1240
1824	cox	nant1250
1825	not	noma1263
1826	plu	pali1279
1827	pbg	para1316
1828	pab	pare1272
1829	pio	piap1246
1830	rgr	resi1247
1831	tae	tari1256
1832	ter	tere1279
1833	wap	wapi1253
1834	gae	guar1293
1835	wau	waur1244
1836	guc	wayu1243
1837	xir	xiri1243
1838	ame	yane1238
1839	yvt	yavi1244
1840	yaw	yawa1261
1841	pib	yine1238
1842	ycn	yucu1253
1843	brg	baur1253
1844	ign	igna1246
1845	dny	deni1241
1846	jaa	jama1261
1847	jaa	jama1261
1848	cul	culi1244
1849	pad	paum1247
1850	swx	suru1263
1851	ayr	cent2142
1852	jqr	jaqa1244
1853	kwi	awac1239
1854	cbi	chac1249
1855	gum	guam1248
1856	cof	colo1256
1857	boa	bora1263
1858	boa	bora1263
1859	bmr	muin1242
1860	jeb	jebe1250
1861	cbt	chay1248
1862	ako	akur1238
1863	apy	apal1257
1864	aap	para1310
1865	bkq	baka1277
1866	bkq	baka1277
1867	car	gali1262
1868	car	gali1262
1869	car	gali1262
1870	cbd	cari1279
1871	hix	hixk1239
1872	txi	ikpe1245
1873	ake	akaw1239
1874	jru	japr1238
1875	kbb	kaxu1237
1876	kui	kuik1246
1877	mbc	macu1259
1878	mcg	mapo1246
1879	mch	maqu1238
1880	pbh	enap1235
1881	aoc	pemo1248
1882	aoc	pemo1248
1883	pev	pemo1245
1884	tri	trio1238
1885	atr	waim1253
1886	waw	waiw1244
1887	way	waya1269
1888	yar	yaba1248
1889	orw	orow1243
1890	pav	wari1268
1891	arh	arhu1242
1892	mot	bari1297
1893	chb	chib1270
1894	cbg	chim1309
1895	con	cofa1242
1896	kog	cogu1240
1897	kvn	bord1248
1898	mbp	mala1522
1899	tuf	cent2150
1900	noa	woun1238
1901	bdc	embe1259
1902	cto	embe1260
1903	cmi	embe1262
1904	emp	nort2972
1905	sja	epen1239
1906	gny	
1907	ona	onaa1245
1908	teh	tehu1242
1909	cod	coca1259
1910	cui	cuib1242
1911	guh	guah1255
1912	guo	guay1257
1913	mbn	maca1259
1914	axb	abip1241
1915	kbc	kadi1248
1916	moc	moco1246
1917	plg	pila1245
1918	tob	toba1269
1919	tob	toba1269
1920	amr	amar1274
1921	cht	chol1284
1922	ano	ando1256
1923	ash	abis1238
1924	kbh	cams1241
1925	cbu	cand1248
1926	cyb	cayu1262
1927	irn	iran1263
1928	ito	iton1250
1929	lec	leco1242
1930	lul	olub1238
1931	omc	moch1259
1932	mzp	movi1243
1933	myr	muni1258
1934	pbb	paez1247
1935	pui	puin1248
1936	trr	taus1253
1937	tca	ticu1245
1938	tit	tini1245
1939	tpy	trum1247
1940	ura	urar1246
1941	vil	vile1241
1942	auc	waor1240
1943	wba	wara1303
1944	yag	yama1264
1945	yuz	yura1255
1946	acu	achu1248
1947	agr	agua1253
1948	hub	huam1247
1949	jiv	shua1257
1950	cbv	cacu1241
1951	mbr	nuka1242
1952	kav	nucl1668
1953	apn	apin1244
1954	ark	arik1265
1955	bor	boro1282
1956	ram	cane1242
1957	cax	chiq1248
1958	gvp	para1315
1959	gta	guat1253
1960	jbt	djeo1235
1961	kgp	kain1272
1962	kpj	kara1500
1963	txu	kaya1330
1964	xra	krah1246
1965	kqq	kren1239
1966	xri	krik1239
1967	mbl	maxa1247
1968	opy	ofay1240
1969	kre	pana1307
1970	qpt	
1971	prr	puri1262
1972	rkb	rikb1245
1973	suy	suya1243
1974	suy	suya1243
1975	umo	umot1240
1976	xav	xava1240
1977	xer	xere1240
1978	xok	xokl1240
1979	fun	fuln1247
1980	zkp	saop1235
1981	crq	iyow1239
1982	mca	maca1260
1983	cag	niva1238
1984	mtp	wich1262
1985	caw	call1235
1986	cas	mose1249
1987	cas	mose1249
1988	cas	mose1249
1989	myp	pira1253
1990	kwa	daww1239
1991	jup	hupd1244
1992	mbj	nade1244
1993	yab	yuhu1238
1994	nab	sout2994
1995	ltn	latu1238
1996	wmd	mama1278
1997	sae	saba1268
1998	amc	amah1246
1999	adc	
2000	kaq	capa1241
2001	cbr	cash1251
2002	cao	chac1251
2003	cbs	cash1254
2004	knt	pano1254
2005	ktx	kaxa1239
2006	xor	koru1247
2007	mpq	mati1255
2008	mcf	mats1244
2009	nuc	nuku1263
2010	pno	pano1255
2011	pyn	poya1241
2012	sya	sian1254
2013	sha	shal1242
2014	mcd	shar1245
2015	shp	ship1254
2016	yaa	yami1256
2017	ywn	yawa1260
2018	mts	yora1241
2019	yad	yagu1244
2020	yme	yame1242
2021	qwa	coro1247
2022	qvc	caja1238
2023	quk	chac1250
2024	quz	cusc1236
2025	quf	lamb1276
2026	qvi	imba1240
2027	inb	inga1252
2028	inj	jung1240
2029	qxw	jauj1238
2030	qvn	nort2980
2031	qvn	nort2980
2032	quy	ayac1239
2033	qul	nort2976
2034	qub	hual1241
2035	qxn	nort2979
2036	qvs	sanm1289
2037	qvn	nort2980
2038	qus	sant1432
2039	qvo	napo1242
2040	qxl	sala1272
2041	quw	tena1240
2042	pid	piar1243
2043	slc	sali1298
2044	aro	arao1248
2045	cav	cavi1250
2046	ese	esee1248
2047	ese	esee1248
2048	rey	reye1240
2049	tna	taca1256
2050	bsn	bara1380
2051	cub	cube1242
2052	des	desa1247
2053	gvc	guan1269
2054	cbc	cara1272
2055	coe	kore1283
2056	myy	macu1260
2057	ore	orej1242
2058	pir	pira1254
2059	sey	seco1241
2060	snn	sion1247
2061	sri	siri1274
2062	tnc	tani1257
2063	tav	tatu1247
2064	tuo	tuca1252
2065	tue	tuyu1244
2066	bao	waim1255
2067	yui	yuru1263
2068	guq	ache1246
2069	aqz	akun1241
2070	adw	amun1246
2071	api	apia1248
2072	awt	araw1273
2073	asn	xing1248
2074	asu	toca1235
2075	avv	avac1239
2076	awe	awet1244
2077	gui	east2555
2078	gui	east2555
2079	eme	emer1243
2080	gvo	gavi1246
2081	gvj	guaj1256
2082	gub	guaj1255
2083	gun	mbya1239
2084	gug	para1311
2085	gyr	guar1292
2086	jua	juma1249
2087	jur	juru1256
2088	urb	urub1250
2089	kgk	kaiw1246
2090	kay	kama1373
2091	ktn	kari1311
2092	arr	karo1305
2093	kyz	kaya1329
2094	kyr	kuru1309
2095	mpu	maku1278
2096	myu	mund1330
2097	yrl	nhen1239
2098	omg	omag1248
2099	pta	pait1247
2100	pak	para1312
2101	skf	saki1248
2102	mav	sate1243
2103	sru	suru1262
2104	tpj	tapi1253
2105	taf	tapi1254
2106	tqb	temb1276
2107	pah	tenh1241
2108	tpr	tupa1250
2109	tpn	tupi1273
2110	urz	urue1240
2111	oym	waya1270
2112	oym	waya1270
2113	xet	xeta1241
2114	xiy	xipa1240
2115	pto	zoee1240
2116	srq	siri1273
2117	yuq	yuqu1240
2118	tba	aika1237
2119	axg	mato1253
2120	yau	yuwa1244
2121	kxo	kano1245
2122	kzw	kari1255
2123	kuz	kunz1244
2124	xwa	kwaz1243
2125	yae	pume1238
2126	cap	chip1262
2127	ure	uruu1244
2128	hto	mini1256
2129	huu	muru1274
2130	noj	nonu1241
2131	oca	ocai1244
2132	shb	nina1238
2133	xsu	sanu1240
2134	wca	yano1262
2135	guu	yano1261
2136	ceg	cham1315
2137	ayo	ayor1240
2138	anb	ando1255
2139	arl	arab1268
2140	iqu	iqui1243
2141	zro	zapa1253
2142	nhd	chir1286
2143	psx	
2144	alc	qawa1238
2145	ayr	cent2142
2146	wca	yano1262
2147	wca	yano1262
2148	xsu	sanu1240
2149	guu	yano1261
2150	yrm	
2151	guu	yano1261
2152	pcp	paca1246
2153	yup	yukp1241
2154	yup	yukp1241
2155	trn	trin1274
